,16,17,18,19,20,21,22,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
0,20788.2,0.5,90928.3,100000,4578.16,0.5,0.5,5393,7866,11922,20458,37772,59767,66568,59844,58992,76486,53585,6620,5,127202
5,14738.9,5226.81,57717.5,100000,22982,0.5,0.5,4529,6298,9637,16175,29070,46160,53783,52353,50703,48200,43289,7735,22,66844.1
10,10864.7,4854.29,32474.6,51808.2,83309.5,0.5,0.5,3545,4668,6786,10024,17011,26433,33781,35070,34073,33690,38229,18696,322,15853.8
15,5241.93,7648.93,13072,48454,31736.6,0.5,0.5,2382,3129,4773,7179,11005,16419,20896,22819,22988,25699,33524,10984,41,35881.5
20,3247.26,7490.68,3521.55,39964.6,16078.1,0.5,0.5,1885,2365,3434,4909,7115,10093,13533,16223,19786,29429,32990,4295,16,48503.4
25,2495,6687.25,0.5,35796,8274.94,0.5,0.5,1556,1989,2701,3726,5152,7243,9835,14062,25732,39454,22172,899,10,60000
30,4309.71,5711.84,3837.24,26351.4,22131.3,0.5,0.5,2091,2343,3109,4100,5566,7480,9955,12566,16697,29509,35698,5358,22,49961.6
35,8576.96,730.62,15027.6,7271.28,56195.9,10752.2,0.5,2724,2801,3374,4537,6192,8267,10688,13319,15741,20962,30284,17104,409,13556.5
40,8516.44,1688.05,11945.1,11185.1,36738.5,26154.9,0.5,2880,2901,3481,4296,5764,7642,9684,11729,13775,15612,24588,19128,633,8622.83
45,11076.9,2397,12151.8,12016.6,34418.6,31876.1,0.5,3787,3826,4240,5009,6197,7859,9659,12022,13797,16198,25264,15081,1239,3789.36
50,13338.2,2972.96,10574.9,15109.2,23154.8,45144.8,0.5,4749,4535,4688,5290,6252,7601,9385,11590,13120,14555,20135,19503,2131,1108.73
55,13116.4,2772.91,8632.94,14260.3,22258.5,31282.4,29689.9,4612,4478,4390,4744,5328,6703,8600,10696,12070,12678,16020,19570,3170,670.059
60,11203.3,1097.93,6045.96,11820.2,19908.7,30169.4,0.5,3921,3490,3214,3157,3744,4952,7026,9065,10370,11315,14608,14466,1300,1180.22
65,11152,239.713,7773.21,8304.81,29330,0.5,0.5,3779,3320,3029,3203,3765,5110,6871,8763,9767,10712,16009,7283,82,9612.78
70,11765.8,0.5,8931.75,8568.63,31734.2,0.5,0.5,4073,3445,3125,3281,4133,5754,7633,9586,9966,10319,16038,10127,110,10114.7
75,11451.9,292.24,9045.09,10076.9,22110.3,7027.4,0.5,3824,3440,3253,3540,4282,6007,7747,8519,8639,8003,12434,11129,185,7434.95
80,9530.15,0.5,9083.51,6747.58,22415.7,0.5,0.5,3135,2827,2782,3055,4053,5350,6488,6769,7105,10119,13840,3406,77,8058.41
85,13797,874.703,13799.2,8058.69,17390.3,12786.2,0.5,4563,4285,4457,4926,6282,7380,7991,7406,6824,8551,12997,6859,404,3416.09
90,13580.5,391.157,14944.5,5046.08,19841,4545.03,0.5,4377,4202,4230,5043,6236,7214,7420,6586,6612,7186,11410,6519,158,5136.42
95,11238.2,2138.5,13147.6,7673.99,12611.3,0.5,0.5,3894,3794,4170,5143,6464,7176,6935,5808,5302,7010,11255,2643,24,9227.48
100,13272.4,3200.03,17474.2,5384.43,13871.4,0.5,0.5,4583,4635,5414,6847,7961,8472,7573,6063,4956,5336,8517,3453,41,5360.49
105,14751.4,2975.44,19181.1,1598.22,16294.7,364.042,0.5,4896,5145,5828,7180,8284,8160,6953,5462,4593,5228,9157,4290,72,5233.41
110,14077.1,4394.36,19144.5,1378.79,16560,478.729,0.5,4721,5274,6342,7537,8578,8304,6845,5453,4653,5141,9501,5237,68,6175.03
115,13131.9,4685.89,14453.2,3053.4,13511.5,0.5,0.5,4689,4895,5693,6640,7409,6867,5426,4687,4709,6311,9163,2663,28,6897.76
120,10554.4,6258.85,6896.38,8681.93,3045.37,0.5,0.5,4278,4350,4777,5541,5848,5223,4297,3797,4129,5727,6312,1321,3,9784.31
125,15641.5,3926.73,14304.4,203.975,12049,0.5,0.5,5505,5411,5998,6656,6823,5926,4585,3657,3320,4162,8726,2611,34,6002.73
130,13649.5,4413.31,11314.6,0.5,10887,2043.41,0.5,4714,5140,5359,5938,5846,4831,3536,3039,2996,3577,8157,3086,73,4508.85
