,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1184.07,849.386,514.699,3060.14,5605.58,4287.69,2969.8,10731.3,18492.7,15699.2,12905.7,6453.11,0.5,10732.8
10,1066.72,952.525,838.331,2846.59,4854.85,5292.37,5729.88,9920.89,14111.9,16636.9,19161.9,9581.21,0.5,6687.48
15,22.5045,11.5022,0.5,76.2258,151.952,76.2258,0.5,0.5,0.5,0.5,0.5,3.76006,7.02011,635.919
20,1075.81,1042.75,1009.7,2274.56,3539.43,5209.32,6879.21,8061.71,9244.21,13062.4,16880.7,29532.2,42183.7,1174.94
25,1377.16,1330.64,1284.13,2931.68,4579.24,5631.86,6684.48,9706.97,12729.5,10749.8,8770.08,34576.6,60383,123.384
30,1418.45,1441.07,1463.68,2876.46,4289.24,5261.2,6233.15,9246.93,12260.7,11279.6,10298.4,28069.9,45841.3,167.59
35,1400.38,1311.99,1223.61,2434.97,3646.34,4561.82,5477.3,7940.57,10403.8,10374,10344.3,27465.7,44587,252.405
40,1526.04,1510.77,1495.51,2341.82,3188.13,4829.52,6470.91,5919.62,5368.33,15919.5,26470.8,15370,4269.29,1678.58
45,1161.34,1130.57,1099.81,1761.78,2423.76,3693.7,4963.65,5352.97,5742.3,12526.3,19310.3,18721.7,18133.2,1769.5
50,1005.29,900.382,795.471,1470.29,2145.12,2661.22,3177.32,5534.23,7891.13,8396.02,8900.91,26878.1,44855.2,471.049
55,1467.59,1088.85,710.113,1688.73,2667.34,3167.93,3668.51,7517.18,11365.8,6469.45,1573.05,29164.6,56756.2,127.087
60,1189.46,943.521,697.576,1176.1,1654.62,3111.44,4568.26,5692.64,6817.02,8377.93,9938.84,16269.4,22600,780.383
65,927.919,687.491,447.063,903.647,1360.23,1895.8,2431.36,3359.97,4288.58,6454.62,8620.66,13788.3,18956,512.88
70,1081.37,726.664,371.959,993.7,1615.44,1621.53,1627.63,3676.28,5724.92,4152.32,2579.71,17634.3,32688.9,71.4117
75,1151.62,801.953,452.282,997.907,1543.53,1403.87,1264.21,3633.62,6003.03,3345.63,688.233,19894.8,39101.4,112.979
80,1384.25,901.513,418.778,990.052,1561.33,1477.88,1394.42,3570.18,5745.93,2873.22,0.5,20101,40201.4,557.038
85,1218.34,778.461,338.581,881.047,1423.51,1342.74,1261.96,2799.74,4337.51,3722.72,3107.93,17649.9,32191.8,14.1628
90,1197.5,808.331,419.162,667.135,915.109,1411.11,1907.12,1911.13,1915.15,5988.77,10062.4,8447.3,6832.21,369.437
95,1085.17,733.669,382.167,636.801,891.435,1050.34,1209.25,2189.26,3169.28,5719.64,8270.01,4135.26,0.5,800.78
100,1036.86,725.553,414.245,590.804,767.364,1187.55,1607.74,1701.76,1795.78,5106.04,8416.3,6557.85,4699.4,437.904
105,1059.41,705.556,351.703,670.713,989.723,1031.24,1072.75,2086.1,3099.44,3752.92,4406.41,13428,22449.6,103.533
110,1065.68,635.734,205.785,648.472,1091.16,975.29,859.422,2028.94,3198.47,3060.96,2923.45,14429.3,25935.1,86.6878
115,1308.23,815.625,323.023,827.532,1332.04,1138.48,944.925,2167.96,3391,2296.26,1201.53,14807.7,28413.9,51.7883
120,1452.15,938.917,425.682,919.75,1413.82,1127.02,840.228,2230.43,3620.63,2210.22,799.8,15555.6,30311.4,16.3638
125,1425.89,986.284,546.674,1050.39,1554.11,1199.13,844.146,1968.83,3093.52,3065.76,3038.01,10744,18449.9,32.307
130,1416.28,1078.13,739.971,970.983,1202,1315.9,1429.81,1250.74,1071.66,4875.47,8679.29,5166.27,1653.26,222.508
135,1176.1,989.496,802.888,901.968,1001.05,1385.94,1770.84,999.501,228.167,6304.84,12381.5,6191.01,0.5,818.381
140,1109.14,824.796,540.455,891.394,1242.33,1048.12,853.904,1869.64,2885.38,5304.7,7724.02,3862.26,0.5,809.321
145,555.866,433.007,310.149,642.563,974.978,487.739,0.5,2154.03,4307.57,2154.03,0.5,0.5,0.5,1027.43
150,268.799,308.788,348.777,233.434,118.092,440.061,762.029,823.432,884.834,442.667,0.5,0.5,0.5,1399.73
155,760.655,779.859,799.064,672.552,546.04,899.22,1252.4,2226.22,3200.03,1600.27,0.5,0.5,0.5,4462.07
160,1355.79,926.904,498.022,1046.56,1595.1,797.799,0.5,4643.08,9285.66,4643.08,0.5,0.5,0.5,4398.05
165,1399.45,1433.69,1467.92,1118.23,768.536,1636.97,2505.4,3650.87,4796.35,2398.42,0.5,0.5,0.5,4779.04
170,1266.46,1427.65,1588.84,794.67,0.5,2249.34,4498.17,2381.83,265.494,132.997,0.5,0.5,0.5,3189.53
175,1640.03,1789.92,1939.82,970.161,0.5,2365.2,4729.9,2652.41,574.923,287.712,0.5,0.5,0.5,2264.02
180,1623.68,1400.1,1176.51,1180.32,1184.13,1528.1,1872.08,2943.01,4013.93,2007.22,0.5,0.5,0.5,3207.15
185,1696.6,1083.82,471.05,1175.13,1879.22,961.048,42.8801,2907.48,5772.08,3016.89,261.694,131.097,0.5,1119.47
190,1839.04,1640.52,1442,1303.92,1165.83,1602.53,2039.23,1748.51,1457.8,4528.24,7598.69,3799.59,0.5,554.417
195,2008.23,1667.31,1326.4,1347.33,1368.26,1803.81,2239.36,1684.94,1130.53,4623.34,8116.15,4822.93,1529.71,583.438
200,2721.63,1817.47,913.318,1752.82,2592.32,1533.84,475.355,3203.42,5931.49,4583.17,3234.85,1617.67,0.5,1926.53
205,2517.26,1695.03,872.796,1815.43,2758.06,1492.24,226.424,3567.08,6907.74,3494.71,81.6813,41.0906,0.5,2109.95
210,2232.03,1669.69,1107.35,1431.49,1755.63,1854.01,1952.39,2459.8,2967.21,4530.49,6093.78,6589.41,7085.05,243.773
215,2241.41,1483.46,725.51,1414.63,2103.74,1723.44,1343.14,3143.09,4943.05,2471.78,0.5,11771.5,23542.5,594.696
220,2172.25,1519.81,867.371,1224.5,1581.64,1954.04,2326.44,3971.7,5616.96,3018.6,420.233,13838.3,27256.3,56.1369
