,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
0,39207.9,65668.2,92128.5,96064.2,100000,94593.3,89186.6,44593.5,0.5,0.5,0.5,0.5,0.5,70286.1
5,39949.8,24087.3,8224.83,49630.7,91036.7,95518.3,100000,50000.2,0.5,0.5,0.5,0.5,0.5,40866.6
10,20633.9,18295,15956.1,13924.6,11893.1,55946.5,100000,51198.4,2396.71,1198.6,0.5,0.5,0.5,30113.3
15,14841.7,15073.8,15306,10826.1,6346.31,40049.6,73752.8,36876.7,0.5,0.5,0.5,0.5,0.5,66747.3
20,23433.8,20015.1,16596.3,12568.5,8540.7,36095.2,63649.7,31825.1,0.5,0.5,0.5,0.5,0.5,67952.5
25,19736.7,11088.5,2440.31,12700.6,22960.9,28398.4,33835.9,16918.2,0.5,0.5,0.5,0.5,0.5,123567
30,21775.3,21516.3,21257.4,10628.9,0.5,41873.3,83746.1,41873.3,0.5,0.5,0.5,0.5,0.5,94499.3
35,31353.7,26239,21124.3,12858.3,4592.19,41771.9,78951.6,47711.9,16472.1,8236.3,0.5,0.5,0.5,53125.1
40,46700.2,39423.8,32147.5,20612.1,9076.76,44323.4,79570.1,49914.8,20259.6,10130,0.5,0.5,0.5,45121.8
45,51527.2,35677,19826.8,19862.2,19897.5,35018.6,50139.7,52416.3,54692.8,27346.7,0.5,0.5,0.5,24138.7
50,58073,43039.4,28005.9,21712.1,15418.4,39209.8,63001.2,51825.2,40649.1,20324.8,0.5,0.5,0.5,32385.2
55,70622,55139.1,39656.2,29817.9,19979.7,48295.3,76611,51564.3,26517.5,13259,0.5,0.5,0.5,14904.7
60,49006.4,38569.6,28132.8,17997.6,7862.34,41366.3,74870.3,41422.7,7975.15,3987.82,0.5,0.5,0.5,11730.1
65,39423.8,29264,19104.2,13562.2,8020.12,33060.9,58101.6,34260.8,10419.9,5210.22,0.5,0.5,0.5,11195.4
70,58479.9,45172.4,31864.8,28711.9,25558.9,46123.7,66688.5,42849,19009.5,9505.01,0.5,0.5,0.5,26821.4
75,59916.5,43529.5,27142.5,28836.8,30531.1,39342.7,48154.2,40670.1,33185.9,16593.2,0.5,0.5,0.5,9053.07
80,58073.8,47675.5,37277.2,27898.9,18520.6,42201.8,65882.9,32941.7,0.5,0.5,0.5,0.5,0.5,22975.2
