,16,17,18,19,20,21,22,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
0,3640.21,4224.49,11429.1,23244.7,0.5,0.5,0.5,1413,2080,3225,4921,7057,9142,10966,13073,15082,10802,1506,17,1,19382.1
5,1689.33,7608.64,4438.94,40313.3,0.5,0.5,0.5,1281,1959,3213,5052,7773,10332,12249,15496,19810,13793,3681,172,1,17345.6
10,53.006,3525.36,787.808,20260.9,209.077,0.5,0.5,440,600,1186,2379,3387,4481,5178,7345,14155,17746,6816,148,1,27963.6
15,1638.31,585.933,6412.39,3802.6,26704.1,0.5,0.5,490,720,1099,1693,2750,3934,5091,5687,7386,12433,17040,4484,80,11422.1
20,1806.02,1276.89,5996.59,8172.02,12714.2,20027.3,0.5,639,858,1350,2039,3124,4471,5481,5893,6297,7075,14201,10877,398,5303.55
25,1615.22,1226.41,4891.9,6120.76,12897.3,17061.5,0.5,584,774,1214,1761,2551,3510,4492,5047,5545,6785,12734,9856,338,4902.45
30,1667.54,1719.51,4419.61,8636.17,8359.6,24249.8,9041.43,661,882,1311,1967,2788,3750,4619,5563,6066,6640,9604,11761,1540,607.63
35,2225.04,1360.48,5394.47,7024.69,15784.7,2461.72,71264.3,774,1017,1389,2035,2848,3975,4984,5717,6527,6832,7777,13354,5209,204.568
40,1563.25,1127.86,3279.08,6151.4,8736.15,12455.3,34718,568,741,991,1411,1977,2785,3588,4252,4832,5335,7154,11451,2361,214.197
45,1856.23,1510.88,3507.63,6128.4,7717.48,15631.9,18415.8,689,917,1206,1650,2232,2831,3498,4260,4790,5221,6789,11250,1385,1030.8
50,2287.2,1301.86,3969.14,5725.71,7793.36,14255.3,28097.8,818,1011,1206,1805,2270,2945,3462,4127,4623,5152,6648,12822,1665,1314.92
55,2506.68,1388.79,3798.07,5202.46,8137.91,12756.4,40502.8,945,1024,1352,1765,2214,2764,3292,3907,4517,5094,6727,14632,2087,1479.1
60,2336.61,947.657,3424.23,3711.24,9187.77,4746.88,60073.5,808,941,1072,1492,1831,2247,2843,3338,3796,4531,6144,11657,4161,81.9892
65,2297.13,736.671,2953.68,3186.69,7982.23,6529.9,49780.9,783,865,998,1232,1547,2021,2386,2850,3505,4215,5824,10945,3253,34.644
70,2167.02,1058.95,2240.07,3947.54,4251.12,18342.1,10590.8,819,841,1059,1185,1492,1819,2160,2722,3286,4130,6550,10009,1136,967.823
75,2437.61,1064.67,2187.06,3688.97,4844.19,16920.8,9602.91,902,939,1079,1238,1461,1694,2199,2567,3447,4114,6052,9871,1004,1197.73
80,2581.65,561.957,2417.52,2603.35,5989.76,10445.5,16649.8,940,854,942,1111,1311,1574,1852,2393,3086,3591,5103,7569,1277,318.25
85,2595.77,646.993,1645.01,2975.39,5989.83,8871.67,11438.7,959,868,928,963,1059,1345,1845,2471,2977,3495,4472,5965,1040,182.969
90,2002.88,474.642,1275.25,3146.58,4210.33,11500.8,0.5,698,708,676,736,898,1182,1726,2179,2749,3001,4617,4879,499,366.83
95,873.028,0.5,1093.65,698.465,7709.13,0.5,0.5,281,271,268,322,461,675,1058,1557,1964,3121,5111,1407,25,3196.46
100,823.864,500.397,376.727,3010.9,4969.77,0.5,0.5,327,344,376,402,541,825,1373,1866,2359,3862,4239,877,7,4600.26
105,1037.1,1235.81,187.524,4512.66,3715.81,0.5,0.5,539,497,679,746,784,1106,1684,2214,2707,3706,3079,448,6,3831.79
110,1022.26,815.911,0.5,5309.2,721.286,0.5,0.5,475,438,469,565,677,1005,1549,1997,2908,3875,2097,101,1,5370.71
115,1097.36,856.875,31.3982,4450.94,0.5,0.5,0.5,518,466,498,563,656,977,1313,1526,2196,2697,865,11,1,3489.19
120,1343.68,860.988,474.454,4788.36,2395.02,0.5,0.5,591,548,576,714,855,1231,1741,1973,2531,3486,3497,362,3,4865.25
125,1530.21,594.07,1011.85,3710.81,3028.29,0.5,0.5,589,552,630,664,838,1310,1722,1796,1778,2308,5269,873,4,5263.35
130,700.634,343.69,491.232,2816.03,2253.7,0.5,0.5,278,269,306,356,498,849,1206,1340,1339,2294,3752,434,3,4067.87
135,1154.6,216.283,950.811,3534.06,2349.93,0.5,0.5,421,378,387,461,687,1234,1585,1579,1551,2639,3082,319,4,3383.28
140,1743.5,0.5,1868.58,2302.66,4228.7,992.233,0.5,553,528,545,588,831,1388,1807,1707,1426,1787,3596,1530,27,2311.13
145,1573.52,42.4138,1967.04,2908.73,2565.9,3617.88,0.5,535,459,524,658,898,1540,1921,1671,1377,1571,3716,2303,54,2214.66
150,2693.63,180.901,2236.29,4954.33,0.5,9278.06,0.5,913,829,823,888,1298,1953,2496,2211,1590,1562,3479,4931,165,1972.78
155,2787.84,170.177,2531.39,4691.9,0.5,9358.85,6898.76,951,849,856,986,1353,2026,2501,2150,1621,1424,3444,5665,497,1242.4
160,2581.64,89.5463,2479.05,4683.84,0.5,10794.5,3475.6,856,786,779,901,1310,2022,2452,2184,1661,1555,3695,5877,417,1457.7
165,2294.16,0.5,2586.2,4376.04,409.342,8804.74,0.5,777,683,658,867,1301,2052,2319,2047,1521,1628,4300,4670,124,2638.13
170,2671.03,133.239,2918.46,4934.85,0.5,8176.12,0.5,919,806,828,1067,1526,2163,2712,2338,1564,1327,2801,4887,165,1999.93
175,3234.86,303.846,3002.25,5501.24,0.5,9753.53,0.5,1068,1047,1031,1167,1684,2388,2819,2608,1878,1522,3281,4811,256,1383.02
180,2925.87,217.9,2761.64,5502.92,0.5,10400.8,9487.32,999,907,908,1074,1538,2333,2691,2500,1976,1760,3560,6803,618,1345.41
185,3019.9,603.308,2491.27,5718.26,913.252,8122.65,28129.2,1108,967,1100,1169,1542,2348,2709,2687,2135,2052,4095,7319,1757,205.024
190,2839.57,323.102,2528.39,4450.38,2584.54,4917.77,30255.1,941,941,895,1046,1414,2032,2404,2420,2193,2012,3660,6501,1968,50.8787
195,2865.33,351.837,2379.01,4221.64,4417.41,0.5,35382.8,1009,898,932,1026,1350,1902,2419,2659,2346,1998,2780,5717,2448,127.761
200,2811.72,613.658,2293.05,4326.08,2686.36,3019.06,28085,992,949,1020,1094,1400,1900,2344,2411,1984,1857,2958,5498,1871,49.9665
205,2931.63,329.628,2837.28,3703.73,4010.62,0.5,40193.5,1015,923,975,1107,1521,1941,2329,2399,2141,1842,2797,6416,2676,97.7109
210,2717.7,482.223,2631.8,3790.46,4102.82,0.5,34016.6,929,906,995,1060,1494,1925,2274,2431,2235,1873,2392,6052,1892,57.7525
215,2271.96,449.253,2489.72,3625.95,4047.38,226.881,31579.8,786,760,880,965,1417,1798,2227,2328,2162,1818,2434,5833,1657,78.2587
220,2214.93,476.265,2422.61,3588.66,3963.9,485.959,29539.1,781,745,850,997,1354,1786,2167,2324,2124,1835,2344,5804,1463,152.105
225,2178.37,505.905,2286.07,3436.5,4493.36,1141.37,27680.9,771,740,842,986,1266,1742,2094,2347,2252,2084,2686,5357,1649,35.7282
230,2150.18,510.992,2205.16,3907.78,3859.71,4959.95,16787.6,740,760,806,973,1288,1790,2173,2496,2352,2417,3166,5024,1126,81.6941
235,2245.51,557.501,2205.58,4447.3,3373.32,11927.1,0.5,830,757,837,1049,1343,1862,2309,2726,2815,2845,4749,5863,333,1257.54
240,2516.93,541.922,2501.54,3341.52,7367.57,4916.49,0.5,865,870,923,1119,1318,1796,2443,2839,2950,3073,5123,4338,105,2454.85
