,16,17,18,19,20,21,22,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
10,0,3038.4,5614.41,11565.4,10042.6,0.5,2391.68,1e-07,1e-07,1619,2719,4379,6322,7533,7714,6983,5042,3001,1655,940,32.0796
31,0,2018.44,1925.18,4164.26,4870.14,3910.05,3842.91,1e-07,1e-07,973,1255,1789,2360,2835,2996,3113,2981,2650,2006,1412,38.4139
50,0,896.805,840.104,1671.53,2924.3,3000.36,4329.48,1e-07,1e-07,397,611,737,985,1243,1406,1653,1824,1841,1538,1264,25.2114
70,0,1102.53,463.645,1588.09,2699.82,2727.96,4175.14,1e-07,1e-07,458,558,642,780,1070,1341,1489,1688,1657,1498,1142,8.72998
94,0,1225.57,231.158,1916.93,3622.58,294.795,4413.75,1e-07,1e-07,499,533,579,803,1197,1632,1826,1559,1260,1047,884,11.6545
110,0,2080.56,551.67,2348.54,945.652,654.943,1111.87,1e-07,1e-07,872,930,994,1175,1353,1280,1036,733,573,435,307,14.5422
130,0,1850.03,302.504,2110.34,718.084,670.51,1579.55,1e-07,1e-07,762,782,779,970,1178,1071,871,655,517,460,366,14.8079
150,0,643.312,192.618,1195,185.164,181.366,1933.96,1e-07,1e-07,269,301,343,517,629,582,391,262,235,286,334,11.8902
178,0,799.697,511.293,1603.55,0.5,366.831,1673.52,1e-07,1e-07,437,389,536,911,956,741,393,278,254,298,294,87.6233
187,0,770.018,556.443,1671.85,0.5,438.658,2051.09,1e-07,1e-07,401,398,589,883,988,760,439,333,286,327,399,65.6575
203,0,814.78,408.225,2171.09,28.9215,479.742,2091.42,1e-07,1e-07,377,400,579,922,1148,966,624,385,343,347,412,34.9386
