,16,17,18,19,20,21,22,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
10.0,0,3.7043433533024497,2.6820607062635475,1.9445294614047228,1.7242428218390944,1.9117507414525219,2.671303825486519,70.0545
31.0,0,3.734335897185779,2.76517484876498,2.0251240681843874,1.549595968142652,1.3627920312034085,1.7215328374854788,32.2955
50.0,0,3.7057793667369063,2.663880110956745,1.8997087248191873,1.4752700422799252,1.3182682922444597,1.687246530558764,24.5532
70.0,0,3.7015120694380705,2.6646023884496404,1.9232936754242986,1.5144608082200242,1.3710025933323262,1.7462072265674509,23.9497
94.0,0,3.743794356845835,2.790498675588073,2.078493614594091,1.6086464583639069,1.4032356435789477,1.7739739467825804,74.6829
110.0,0,3.8120183726226764,3.051451940391045,2.5204245874761875,1.862568231757944,1.4545415854391925,1.7550703282771094,206.75
130.0,0,3.819505603354281,3.104807961993588,2.719228032027449,1.9327246362862809,1.3830003563069488,1.5822199878884509,196.386
150.0,0,3.7939572570107924,1.9230463407714955,2.3596536735054188,1.7115813829624946,1.3412095482968065,1.6359291432337442,182.021
178.0,0,3.780442749114515,2.298318106373349,2.658984096584188,1.7679626924933987,1.3894718799150299,1.652426247045001,269.957
187.0,0,3.7747304286874748,2.332885784055134,2.6895539106201594,1.8913923481328079,1.4136790182105174,1.6970146108432804,213.0
203.0,0,3.748518556959096,2.4168841953451126,2.6680974185325272,1.9588331155860603,1.422351680321508,1.6852503082189008,118.522
