,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
31,0,0,649.21,789.869,930.529,1302.02,1673.52,2598.95,3524.39,3061.83,2599.26,4446.18,6293.09,7.53776
50,0,0,975.049,984.001,992.954,1367.63,1742.31,2686.09,3629.87,3253.67,2877.47,4381.92,5886.36,13.6519
70,0,0,622.915,554.336,485.756,756.802,1027.85,1676.51,2325.18,2472.41,2619.64,3090.01,3560.37,6.96247
94,0,0,598.576,403.328,208.081,444.509,680.937,1103.9,1526.87,1320.23,1113.58,1792.75,2471.92,17.5466
110,0,0,263.306,306.587,349.868,366.885,383.903,541.944,699.984,656.867,613.75,1187.12,1760.49,16.9718
130,0,0,588.4,702.287,816.174,506.816,197.459,743.796,1290.13,652.983,15.8313,981.492,1947.15,19.6664
150,0,0,882.623,690.473,498.323,540.321,582.319,1058.56,1534.8,767.651,0.5,941.206,1881.91,11.5993
178,0,0,2573.21,1725.47,877.73,1148.95,1420.17,1056.15,692.139,594.248,496.358,920.36,1344.36,12.9592
187,0,0,2130.14,1446.23,762.319,914.365,1066.41,1002.03,937.64,763.207,588.774,904.154,1219.53,10.4996
203,0,0,1838.99,1209.76,580.534,749.508,918.481,939.31,960.138,480.319,0.5,916.86,1833.22,8.1778
