,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
10,0,0,1743.99,1989.23,2234.47,3150.39,4066.32,3640.93,3215.54,2344.77,1474,1912.12,2350.25,16.0353
31,0,0,666.502,811.896,957.289,1375.33,1793.37,2320.55,2847.72,2442.18,2036.64,2861.82,3686.99,23.9315
50,0,0,538.102,563.356,588.609,926.458,1264.31,1828.64,2392.98,2132.5,1872.03,3034.19,4196.35,19.6206
70,0,0,355.036,360.216,365.397,538.407,711.417,1218.61,1725.79,1423.45,1121.12,2085.45,3049.78,25.5553
94,0,0,319.534,231.019,142.504,359.707,576.911,895.109,1213.31,1076.63,939.961,1399.98,1860.01,30.7841
110,0,0,105.649,97.5819,89.5147,213.327,337.139,577.429,817.72,539.589,261.458,932.675,1603.89,23.8039
130,0,0,177.984,171.857,165.731,364.4,563.068,532.825,502.581,339.903,177.225,941.836,1706.45,14.8036
150,0,0,131.453,158.848,186.242,345.289,504.335,391.69,279.044,228.801,178.557,751.777,1325,9.67635
178,0,0,233.157,233.828,234.498,488.435,742.371,448.458,154.546,272.194,389.842,853.837,1317.83,14.9705
187,0,0,279.273,235.304,191.335,518.911,846.487,596.41,346.334,262.865,179.397,1011.33,1843.27,30.0748
203,0,0,174.564,239.699,304.835,516.885,728.935,847.719,966.504,559.627,152.75,1220.73,2288.71,20.974
