,16,17,18,19,20,21,22,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
10,0,1816.49,2335.53,5536.27,7407.14,253.702,320.387,1e-07,1e-07,935,1296,1967,3066,3710,4068,4175,3521,2117,1056,525,70.0545
31,0,3110.22,2680.7,5168.25,5416.74,5534.2,1719.82,1e-07,1e-07,1453,1888,2496,3153,3561,3628,3755,3520,3143,2349,1315,32.2955
50,0,1981.27,1117.42,2641.03,4466.48,5292.04,3118.48,1e-07,1e-07,883,1036,1271,1524,1875,2207,2568,2917,2802,2219,1465,24.5532
70,0,2805.37,943.758,3860.99,5463.51,3545.09,3476.71,1e-07,1e-07,1168,1326,1516,1849,2413,3057,3150,2978,2719,1967,1319,23.9497
94,0,4420.71,912.365,3588.13,2668.44,1202.3,3207.67,1e-07,1e-07,1891,1855,1863,2030,2216,2183,2015,1623,1332,969,833,74.6829
110,0,14398.6,2890.88,4720.57,883.323,1339.4,826.526,1e-07,1e-07,6215,5992,5388,4621,3621,2451,1815,1194,823,579,373,206.75
130,0,15780,1074.57,3909.92,84.8057,1377.48,0.5,1e-07,1e-07,6656,5987,4880,3603,2685,1862,1161,810,606,371,201,196.386
150,0,4029.26,0.5,1712.67,370.477,708.554,1564.57,1e-07,1e-07,1993,1417,1032,956,969,843,627,472,433,421,346,182.021
178,0,3475.27,0.5,2275.19,0.5,453.855,1766.94,1e-07,1e-07,1826,1129,994,1118,1250,947,586,384,313,318,341,269.957
187,0,3776.59,0.5,2887.99,0.5,286.108,2994.13,1e-07,1e-07,1828,1286,1119,1313,1497,1272,705,462,350,389,548,213
203,0,2352.36,0.5,3092.41,0.5,401.586,2397.12,1e-07,1e-07,1120,800,818,1170,1557,1305,811,486,366,369,448,118.522
