,16,17,18,19,20,21,22,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,fitness
10,0,1743.99,2234.47,4066.32,3215.54,1474,2350.25,1e-07,1e-07,858,1276,1845,2416,2758,2691,2347,1966,1472,1068,741,16.0353
31,0,666.502,957.289,1793.37,2847.72,2036.64,3686.99,1e-07,1e-07,335,509,812,999,1288,1532,1607,1566,1572,1243,1008,23.9315
50,0,538.102,588.609,1264.31,2392.98,1872.03,4196.35,1e-07,1e-07,243,397,493,715,931,1095,1273,1417,1326,1218,1033,19.6206
70,0,355.036,365.397,711.417,1725.79,1121.12,3049.78,1e-07,1e-07,169,231,335,406,559,717,839,942,917,789,741,25.5553
94,0,319.534,142.504,576.911,1213.31,939.961,1860.01,1e-07,1e-07,151,148,195,295,372,528,618,695,688,549,509,30.7841
110,0,105.649,89.5147,337.139,817.72,261.458,1603.89,1e-07,1e-07,47,65,108,132,254,326,394,371,389,318,343,23.8039
130,0,177.984,165.731,563.068,502.581,177.225,1706.45,1e-07,1e-07,78,124,159,270,330,373,358,262,298,288,313,14.8036
150,0,131.453,186.242,504.335,279.044,178.557,1325,1e-07,1e-07,62,108,166,228,321,296,249,194,210,218,248,9.67635
178,0,233.157,234.498,742.371,154.546,389.842,1317.83,1e-07,1e-07,115,150,221,370,429,365,271,245,230,259,271,14.9705
187,0,279.273,191.335,846.487,346.334,179.397,1843.27,1e-07,1e-07,128,159,219,387,464,465,338,297,254,273,354,30.0748
203,0,174.564,304.835,728.935,966.504,152.75,2288.71,1e-07,1e-07,105,135,247,414,462,537,587,448,418,429,404,20.974
